Gid,SE_T002_002,SE_T030_002,SE_T083_001,SE_T147_001
08005084900,4776.424,0,54690,31
55043961000,1190.874,0,17317,16
26081014000,5413.879,8.4,24106,21
21121930100,23.0153,7.07,10748,26
20031966100,8.753349,0,31287,21
55009000302,3861.825,0,23311,21
06037216700,13027.36,0,40130,27
34039031903,28523.54,8.08,17903,25
51660000402,3568.992,0,22122,15
53005010902,5037.366,4.29,18387,25
29095008900,2380.067,0,23406,23
08069001110,5677.433,3.44,23473,20
34039031904,27080.09,0,18258,26
12011020205,6375.11,16.13,31822,30
06111001204,63.19501,0,22999,24
37087920500,401.6689,1.26,21942,21
28099010500,834.195,0,20912,20
34013012700,18760.52,0,21520,29
06085512036,17003.31,0,44297,31
09003510800,2536,0,26107,19
31069952100,1.132442,0,30900,20
51047930300,875.8788,0,22242,33
29095006500,8926.927,0,24854,18
51013101701,40938.65,7.84,75020,27
34013017000,6997.482,0,60741,40
51013101702,32050.99,0,77408,25
29069360200,203.6922,7.06,22102,23
06055200804,12662.89,6.49,19862,23
48113003800,4594.005,0,12233,32
55055100400,72.3299,1.72,31548,26
55079021500,5978.323,0,23998,20
21151010702,468.7162,0,36492,23
37147001700,135.7974,0,30596,20
47033961300,35.85733,0,17894,26
11001006801,22663.13,0,49059,29
11001006802,23005.02,15.79,59983,30
11001006804,4707.158,79.55,6292,0
51041100701,1257.393,0,22633,28
53033009702,6812.665,0,47558,27
53033009701,8553.433,0,66695,30
37051000500,1313.147,15.04,14704,22
17031250600,16345.23,0,21959,37
27053002200,8221.351,6.94,10353,25
17031190100,21242.71,5.42,14644,37
48309002700,4099.302,16.22,15173,16
48157670700,446.9195,13.13,38521,32
19125030300,1277.643,0,18543,10
13149970300,26.54158,0,19932,36
12011020207,7525.647,0,21043,29
53033029601,4409.693,8.83,25046,36
53033029602,2312.918,1.8,36199,34
06111000901,657.3605,0,48597,22
06111000903,109.0908,0,43982,24
06111000902,102.0615,0,50323,25
51131930300,46.74177,0,23895,24
26163558500,3140.859,0,30898,25
34027044200,193.6037,0,110750,31
42039110501,60.71677,0,29591,24
42039110502,216.6259,0,29567,19
25009251500,9670.404,12.42,16249,27
22033005200,2176.264,0,24904,19
47093003200,2104.709,0,16927,19
27097780600,872.5728,6.88,28517,19
19169001301,5477.026,4.49,18553,18
48121021518,1757.057,11.54,44728,33
19169001302,205.9042,0,33069,16
36047053900,65914.05,0,13621,27
27019090503,1202.233,11.69,55042,24
13135050431,4015.895,0,19673,29
45007010700,252.9365,0,20535,23
26039960300,44.05251,7.88,20684,16
54049021800,30.58489,0,21631,37
55079120501,4436.498,0,27909,25
09005296100,66.90134,12.75,38776,33
36009940200,0,0,0,0
21031930400,19.57412,0,22492,25
13135050433,4989.677,24.32,23472,31
41051007900,5563.775,17.65,24819,27
09001030300,1294.623,0,139575,39
24031700834,9468.893,0,31664,38
12086000607,11541.28,8.26,14148,26
06073007908,18212.9,0,34372,25
48397040102,2344.266,0,42256,36
13215002902,2047.509,0,15332,18
13215002901,2865.391,9.24,18824,19
36081101001,35320.29,0,15899,37
34039036301,3566.385,0,39340,30
34039036302,2873.228,7.24,44718,31
36081101002,18299.53,0,19746,41
42003160900,6832.309,0,41398,21
48201313800,5461.265,2.38,14292,27
48309001800,220.5149,49.59,16520,15
06067009408,282.2479,1.9,37267,30
12069030102,29.20421,27.05,17707,25
06067009404,76.12808,0,37139,37
06067009407,3453.246,0,27082,33
06067009406,39.99908,0,41345,36
13133950400,35.60807,13.25,17483,22
48439110302,4318.756,9.32,15378,24
06067009403,60.27975,0,34573,26
17167004000,31.22489,0,30479,26
34025807800,3270.806,3.09,30967,24
48453980000,0,0,0,0
48339691100,4671.539,4.66,43215,27
40047000600,1213.31,7.44,21938,13
36117020600,136.4298,0,27695,25
27061480802,477.813,0,22285,17
42095014400,7146.077,0,24502,25
25025091100,32492.7,0,33425,28
51710000500,7358.496,0,24640,22
12095013701,9852.786,0,19284,29
36055010300,4261.218,8.54,35554,20
20069962600,9.982407,12.86,25377,17
72025200303,3506.875,0,30253,37
06071004301,9070.578,6.25,14232,30
29510112300,5533.201,0,13175,27
39113050302,2390.512,0,25681,22
39113050303,4908.378,18.92,20407,20
38079941800,93.79375,19.49,15819,17
39113050301,849.4243,7.23,19390,20
39173021902,2408.182,0,15763,16
18077966600,3668.169,0,26290,20
23003952700,9.804651,1.83,20799,24
26099251400,5569.146,0,30833,23
04021000312,4245.526,38.55,18631,33
04021000313,5202.706,27.85,19394,28
34029737000,998.9764,0,30334,32
40147000400,860.4841,3.87,29980,14
04021000316,570.7147,0,48670,31
04021000317,1130.032,0,26397,31
04021000314,5596.691,12.14,23309,26
04021000315,2352.902,11.43,22749,29
36029007904,6487.07,0,27297,21
44007011000,21505.24,6.8,13483,30
36047025000,20137.14,22.92,28642,43
04021000319,38.99738,0,27440,23
26163533500,5637.567,0,12825,28
48113012800,4220.057,12.47,35585,28
19113000800,3304.42,0,27636,15
46027965700,193.4913,0,26682,13
53063011900,3662.14,8.19,23008,17
55031020600,5394.099,6.32,20060,14
36059410100,7432.417,0,45767,35
42003482500,1865.659,0,26944,26
20155001600,15.20933,0,20983,24
72009250200,721.1302,0,9888,25
06089011702,1842.836,30.51,16468,22
20083461100,2.231416,6.19,33661,17
29159480800,2847.779,0,22611,14
51730810500,2393.377,15.93,15881,22
36081012200,41563.52,0,20807,43
48309003400,128.7746,0,24106,22
36091060602,115.6414,5.06,35301,28
06037197420,14751.17,4.07,26052,31
47093002100,941.4302,0,16164,24
26163510400,1004.968,38.89,15654,27
04013422512,5215.83,0,33081,27
39095005503,4720.657,0,30416,22
39095005502,3950.635,0,25856,20
13207050302,115.642,0,34265,22
24019970200,109.9351,13.58,25217,29
13207050301,29.841,0,29755,25
06037551401,16848.37,0,23058,31
06037551402,9992.512,3.56,26923,31
06089011701,1444.51,0,26101,17
42101038100,620.58,0,16139,39
01089010501,593.9404,5.24,34978,27
37183053409,3204.963,0,40467,22
55079180400,4119.111,0,25947,27
44007013102,220.1889,0,38429,33
48395960500,86.82266,0,19254,22
06067002000,6197.427,0,28215,27
06037276604,12684.66,0,42465,26
06029004200,22.5876,3.88,15391,22
17059972700,15.20862,2.67,22850,28
13121003700,2716.431,0,24471,0
17103000400,905.0306,13.56,21041,20
51093280105,342.8385,11.95,26208,30
39033974900,364.4154,6.61,20893,21
39155932300,2484.238,0,25050,23
26099231600,5353.842,0,23981,25
19097950600,510.9753,10,18646,17
37183053408,3957.831,0,47424,26
51041100922,2083.492,0,28589,30
21179930200,105.7872,3.5,26087,28
30111000500,4401.214,0,29955,15
40047001601,95.38603,2.93,29599,17
37091950300,49.63678,0,20106,23
29021001100,4430.788,18.8,17484,16
72021031023,8384.152,0,17900,38
39169001200,1806.179,0,18186,16
21029021200,75.30419,5.36,21478,27
06077002503,3374.06,0,8735,27
06073020210,12232.33,15.44,19344,31
06073020211,11491.89,9.98,17170,27
25011040600,50.8839,2.69,40899,29
12086001802,8813.512,11.04,16065,31
12086001801,7978.012,14.15,10846,31
51710002900,5234.768,0.81,16755,24
48105950100,1.366426,8.93,23861,21
26147642000,1968.739,0,32254,29
06029003811,2672.371,0,35008,28
51121020400,5409.319,0,14381,13
39135450100,60.08909,8.4,32568,22
72001956400,192.9689,23.91,6895,31
28059040400,653.2667,12.54,26363,22
26093722500,112.8711,0,27293,33
34009990100,0,0,0,0
48201331900,4718.569,18.44,19531,27
01019955701,88.81783,0,22819,28
17095001400,14.30996,0,37990,25
09009150700,1043.358,0,47690,22
27113090400,583.5919,0,25296,9
51041100920,935.0054,0,27890,20
27037060301,3308.738,0,25272,20
48463950300,1809.94,13.96,20210,11
36005027300,104202.8,0,17221,46
10003001300,3981.812,0,75241,23
17103000900,19.23022,1.19,28684,34
17019001100,3817.885,0,37225,15
28151000100,5.059243,22.45,18028,23
39087051200,389.0598,0.77,22177,22
18097341902,2432.946,15.2,26904,21
24001000200,84.63297,0,19898,23
12001000200,9014.261,0.07,9878,13
19109950200,8.894236,3.57,28194,21
55063010102,1325.575,0,27887,17
28079040400,49.73434,13.7,20609,29
55063010101,43.1616,2.19,27502,28
26163537500,7420.143,0,14936,24
23015975800,141.8897,25.2,38006,20
26081011803,818.0648,0,50498,20
12011050306,11161.7,2.59,14896,28
17097865200,6951.1,6.69,33871,24
45055970100,24.83295,0,16123,37
38017010106,3893.43,31.01,21543,17
36081060000,16444.18,0,37514,49
39017013100,3943.232,7.06,13201,23
04019001802,5393.25,8.7,21963,19
29189217932,2845.198,3.32,41706,28
29189217931,4631.603,0,33020,29
37119980300,0,0,0,0
25027704200,35.93163,8.72,31118,34
36119008100,15480.25,0,30597,22
48201553200,3918.277,3.33,23324,27
36047058200,47299.42,3.15,18354,42
26147641000,102.2012,0,35432,36
17067953700,15.64586,2.44,23708,26
48029181718,6382.477,2.14,29736,31
48029181716,5476.924,0,18142,27
33007951000,8.908453,0,30619,25
48029181715,8644.799,0,19814,31
48029181712,6248.619,0,32521,28
48029181713,4844.129,0,22628,26
48029181711,6802.655,0,29075,26
26003000300,8.940434,21.74,16571,28
40031000800,2559.697,0,24156,18
54057010700,31.34888,0,18102,27
36091061301,262.9495,0,66463,27
48029141600,3690.469,5.43,17318,24
37081010200,3613.216,35.38,17324,23
25001015002,683.1718,6.62,34059,25
06017030200,1399.061,0,25348,18
48441012500,4490.371,10.73,30374,15
04013817100,3138.864,0,27312,34
17031837800,8585.835,6.54,22999,30
36091061303,4637.392,0,2564,5
51510201801,5792.09,0,90912,29
51510201802,14619.21,0,88069,30
09011690800,6841.406,0,24662,21
49011127004,3020.525,0,24977,20
36059411800,8698.858,0,46646,36
48355001904,8227.673,0.31,14551,16
54099020800,59.94433,0,17818,34
48355001902,4850.793,12.3,20277,19
48355001903,6568.581,0,14816,24
49011127002,1494.472,9.18,22139,19
49011127003,760.8438,12.77,29071,21
06037208502,37246.03,0,13125,36
06037208501,23555.12,0,23894,30
12057011109,846.4871,6.16,41485,31
19191950400,20.75051,3.54,29604,20
39153508399,2193.615,0,16073,27
06029004702,1584.339,4.55,10784,24
25001015001,1141.081,0,34410,24
06049000400,2.02017,13.51,24271,25
48123970400,14.89627,0,31344,35
24510260605,1060.849,2.24,22146,26
42129802900,1465.498,4.3,31006,28
12099000101,3779.377,8.5,37687,22
06085504322,4066.275,0,58113,24
12099007735,1283.836,0,42141,29
47157009100,2522.594,4.59,11816,25
12099007733,3360.942,0,32110,28
37183054500,1839.857,21.76,22606,24
12099007731,2431.046,0,32818,25
48015760300,52.78508,3.68,28605,27
17073031200,19.96148,0,29863,26
39169000500,372.6967,0,21604,19
42111020600,86.59052,1.42,22593,28
45063021009,515.4241,3.49,26052,28
20103070200,4890.328,12.95,20022,21
01033020802,43.82276,0,18291,30
06037188300,10086.44,0,37383,32
01033020801,95.36173,0,25472,28
28075980000,28.66364,0,16340,0
25009209200,1036.763,0,58053,32
41005022302,762.473,0,31013,28
04013318800,6372.704,0,24173,22
21029020101,1939.835,0,25403,31
26161403600,4057.722,0,31239,22
06037482521,9638.611,3.42,18936,30
01115040201,144.3129,10.11,19448,26
53031950400,328.6767,21.74,24596,25
49039972500,8.468881,5.99,18980,18
17043843301,6306.548,3.27,27732,26
17043843302,5334.188,2.48,36757,26
01115040204,387.1127,21.79,28359,25
36047096400,27501.42,0,26389,46
39165032400,109.4377,0,36502,35
48231961200,992.0783,0,28685,18
41005021602,5092.279,0,26243,26
55141010100,34.28713,14.57,25090,23
36085020803,7741.438,0,39092,47
37159051301,153.1144,0,25294,21
36119005702,15721.82,5.5,28642,33
55079186800,673.4553,0,12187,27
37159051302,296.7312,27.36,25976,23
36085020801,9251.934,11.62,37714,46
06077004105,1324.961,17.53,38204,30
37057061100,554.8268,0,24632,20
20113788600,287.7432,4.22,26944,12
48201252500,366.4113,0,17532,23
42045407901,1134.312,0,63353,31
25017358700,1910.376,0,73897,29
22017023600,3243.441,39.63,11880,17
36119007700,2960.458,0,81547,32
12086006801,6643.873,0,57151,23
37021000300,2795.856,5.26,29857,17
45085001801,36.94492,3.98,17163,27
45085001802,164.7746,1.77,22725,22
48331950300,17.16327,30.89,23537,33
12097042800,1145.263,9.01,21868,31
26093743300,1255.08,0,47560,30
36085020804,11383.62,6.67,39329,44
29031880800,7004.374,0.77,10609,14
45047970302,562.6057,0,29821,17
34015500205,775.4876,0,36965,26
34015500204,1467.012,0,38706,28
29021002500,1665.439,0,19612,18
54091964800,103.4992,0,20235,29
34015500201,808.425,14.08,28938,29
48295950200,7.547148,16,29962,16
34015500203,2165.235,2.24,38047,28
51083930302,43.73186,0,21386,24
20177003901,231.2946,0,31707,19
20177003902,47.98357,0,36440,24
39099813400,111.186,4.55,29134,20
26049011902,247.0941,0,26825,30
39025041900,132.8272,3.41,27118,39
42003504100,1598.28,0,21532,29
25027731204,13653.39,0,14983,23
09009142604,5161.608,0,26160,21
17119401400,2938.618,6,21507,25
24025306300,426.1371,0,45634,32
06037201700,9178.626,0,18822,29
36083052204,261.7119,0,43367,24
26049010812,2340.908,5.13,13192,21
25017311500,14523.13,13.16,24411,28
24510130300,15544.35,25.97,17704,29
26125144800,2045.606,25.45,21452,30
06107002003,6332.964,0,22702,30
24037875300,124.6842,0,37094,41
37119000600,6923.857,0,44427,20
48201312500,5080.997,0,56503,19
26049010811,1172.039,0,24993,22
42027011501,2703.665,0,43789,18
36047036400,40445.4,0,23181,41
53033000200,6227.663,0,35078,30
13121010120,5903.444,0,42257,26
55065970400,41.1106,2.5,24706,25
06077000100,5712.846,29.41,10352,34
06077003313,15154.17,5.49,14354,30
12061050505,1550.827,0,70421,26
48357950400,2243.774,5.19,24527,20
35028000100,178.9056,0,58819,17
13121010122,5345.635,0,48087,27
12086010016,11837.21,16.37,15831,32
12086010015,6108.203,7.27,11520,34
12086010012,9595.646,0,18980,32
13089023601,4369.633,28.46,28764,40
12086010010,10368.36,2.48,15340,28
46099001500,4008.585,3.69,19072,17
18163003400,2908.979,0,28175,20
42129806100,170.0199,0,31042,28
48201543100,68.06535,2.32,23464,30
06037700502,22583.61,0,54793,26
55079101100,3466.131,0,28897,25
48453002316,20103.26,0,19737,22
13097080603,1236.965,20.08,30950,34
25027716200,3226.602,0,25044,24
17197880415,3325.508,4.29,25917,34
17197880414,3172.352,0,31523,33
17197880412,3131.887,0,31384,34
17197880411,741.8348,0,37989,31
19157370300,551.1739,1.03,24935,11
37095990200,0,0,0,0
42017103300,105.1747,0,42302,35
39123050202,537.61,0,50116,28
19187000200,556.9303,5.37,34486,15
17197880419,4315.583,0,29519,39
17197880418,6073.587,0,34580,32
19023070200,13.295,2.88,31749,27
48171950200,10.7766,6.5,30402,28
17133600401,262.0788,0,33576,28
51183870400,50.53407,12.79,17945,29
17031826700,12359.7,0.24,21846,36
09001071400,17571.53,8.7,17466,25
41039000902,40.03453,18.6,24218,28
39133600500,207.6975,0.77,26441,27
39165031200,293.6977,0,36711,28
09009180602,1404.844,0,33233,22
45035010818,2675.715,0,18073,23
09009180601,1840.395,0,29717,24
39113021100,5173.224,0,19605,21
04012940200,1928.14,8.37,22693,11
15003008006,6004.688,0,32019,34
48299970600,76.33473,0,35738,23
12103026500,5248.495,0,22603,25
08014031400,486.1191,0,49182,28
15003008003,8589.517,1.96,24812,31
36047047600,44342.21,14.94,16240,28
42007601400,6015.378,2.03,21366,28
48201232402,6873.713,2.12,16492,32
49027974300,2.373356,6.34,20237,18
09003502600,19104.22,0,14845,20
49057201301,8464.593,16.89,16866,21
51143010900,46.44986,6.98,25267,23
36019100300,34.503,0,21702,28
48453002314,5315.404,9.76,19524,24
39035182103,2670.7,0,37191,27
12099004903,9559.016,5.56,12510,29
12099004902,1611.016,0,53430,23
53033012100,4109.263,8.33,61888,28
33017084600,249.2788,0,35882,29
36023970500,3359.292,0,28242,18
34013013600,10098.66,0,44563,36
72023990000,0,0,0,0
36005000400,20096.47,9.56,28780,48
06059087503,8800.748,7.12,23040,27
39035182104,2266.59,0,33009,23
55079006100,10783.12,2.65,16171,21
42003563300,143.0592,0,104074,30
72059990001,0,0,0,0
08005085500,6363.455,10.74,37586,30
29095017400,1137.639,0,16932,25
17161021200,3221.101,0,33543,20
40009966200,44.28091,29.43,35811,13
13135050107,1242.359,6.02,28769,33
12009071339,1684.465,0,22012,27
36047078200,78790.39,0,21185,46
27053026207,2325.749,0,41308,23
13067030209,1356.695,0,36848,40
36085031901,17113.08,17.27,13321,40
36085031902,16803.03,21.47,16688,39
36029014603,1042.197,0,49627,21
36029014604,1177.578,4.9,49606,21
48439105405,1168.696,0,56417,21
50005957900,40.29678,0,29208,25
17111871107,2752.849,0,44043,39
17111871106,1225.098,3.41,35582,38
17111871105,3962.33,0,44128,33
17111871104,2323.602,2.33,34634,35
01107050100,28.54407,7.43,20240,30
24005491900,3313.131,0,33007,25
36005012901,70223.04,5.04,9800,44
32003005360,2269.277,0,30104,26
50013020200,123.2585,2.72,38766,31
27037061003,52.1104,0,47619,24
17111871109,5032.036,2.01,34018,38
27053025301,1508.56,0,39170,20
33009960900,21.0269,4.2,53518,29
25005640800,3267.334,0,22860,22
24033801411,2349.405,6.5,35039,36
48349970900,186.6812,8.75,18271,24
29095013313,2513.617,0,21613,24
12086006402,14913.79,0,20487,29
17031807400,13183.93,8.94,21897,32
36103169701,791.1324,5.28,45904,31
05035030301,1228.631,0,16820,20
55079019900,6558.276,0,23676,19
39099812301,3447.555,0,21532,21
27037061007,4173.621,6.83,32987,27
48029190504,7354.398,9.65,19075,24
40065968700,406.2805,13.83,13885,19
72059740102,530.1076,0,8326,25
39113004200,3984.715,10.34,11375,24
72059740101,246.5241,5.48,7384,34
12095014608,5212.229,20.21,17028,29
27037061009,2721.136,0,36239,30
36055012301,1711.932,0,58998,16
27037061008,3670.349,6.29,26533,26
29077001500,4117.79,4.76,17920,17
48029190501,7003.084,10.23,20113,24
29095011800,3780.426,0,20656,24
19147960100,7.028299,0,31329,15
53011042600,1636.09,0,38177,25
36103145902,5877.693,0,22007,31
36113070602,88.74703,9.09,49782,24
40037021500,136.6247,4.15,24800,25
41039003700,5514.739,0,10056,16
06029003805,5894.881,0,31486,28
13005970100,19.97511,9.92,21513,20
36109000300,1861.196,0,3806,16
51145500400,48.11341,0,29005,41
48397040301,4446.212,0,31577,32
37135010902,379.2209,0,32917,21
51760070400,1333.37,0,48429,18
55033970500,385.8356,0,32121,19
48399950600,13.68633,0,22523,17
06037461400,7930.357,0,36643,25
12115001601,3453.004,22.76,33212,21
12115001602,4002.347,0,26601,22
41039000904,141.0475,0,19706,29
06001437101,362.6788,0,35487,31
17031351100,15080.53,0,9031,41
05143011101,960.6862,0.29,15517,21
33011011402,3202.822,0,37461,33
33011011401,1299,0,44150,24
27079950300,53.04884,2.82,27664,28
12095014606,4605.091,13.92,17255,25
12086016500,4563.844,0,25577,41
29510106200,3447.325,0,10285,29
21215080101,218.8967,0,30982,34
26103002400,420.3396,1.39,12825,29
27137000300,455.783,9.97,30218,14
06107004101,5367.96,7.92,11121,26
25005600204,639.4664,0,46832,34
36085003600,16387.48,0,26959,42
20061000400,2996.057,0,25110,17
06107004102,1609.723,0,14003,25
25005600203,747.3287,0,47314,34
25005600202,637.6312,8.46,35881,31
36103135002,3309.031,0,38437,33
17031710300,10578.77,0,14243,38
42081000900,1279.457,0,16822,18
26111290500,248.4111,0,29454,19
47157001400,3191.693,41.6,10770,24
13129970600,423.6921,6.23,18625,20
55131400104,179.3316,0,32551,26
55131400103,110.016,0,36514,25
55131400102,1033.92,0,30280,24
26163544000,5821.362,13.51,16849,21
48309000400,6611.666,0,13178,13
17177000100,46.84855,0.38,25939,31
53023970300,3.138561,3.9,23313,19
09001073000,3988.542,7.83,26508,25
47141000302,1595.951,0,14172,20
48381021102,7364.796,0,20221,18
17031808001,4317.621,0,41418,30
54049020200,2885.226,0,14808,19
08041002501,614.321,0,53835,19
17031808002,4485.395,5.47,36640,28
42065950600,49.98503,13.99,24267,22
29001950900,5073.275,0,12014,11
51153900408,6320.153,0,30583,39
36031961200,61.04366,10.18,29118,24
06065046500,4090.599,0,5120,18
39083006700,51.72785,8,19427,30
40027201404,335.3037,0,31448,22
17201000800,5675.256,34.78,19034,18
50007002500,4744.836,0,28524,18
17117956800,38.15809,2.05,26730,32
23019031100,435.3908,0,31867,15
12011110501,9749.366,6.3,16506,30
34003024100,1792.288,0,76551,31
55005000800,52.86835,1.64,25364,21
17097864002,3675.038,5.92,20878,23
48113018700,6735.177,6.67,13267,27
06037535802,21364.11,1.83,14949,30
47019071500,45.71901,0,15862,32
53011040203,236.4159,1.37,32692,31
27053022102,5236.158,19.3,34811,22
27053022101,5048.83,0,35694,19
48097000100,25.75919,1.74,27329,25
17089850400,1362.997,9.09,33476,28
45029970300,30.69573,7.17,19692,38
48259970500,2344.033,15.41,29782,35
44007003700,10430.63,0,43747,21
50001960600,12.84656,0,32195,30
26163506900,7652.21,8.17,15051,37
04013105003,1153.865,0,109020,21
04013105002,940.2922,0,127899,20
36047034800,10801.55,0,19378,41
37185950400,36.50749,8.21,16307,35
06037501700,6994.542,1.05,29768,31
34001012401,2476.29,0.43,31130,18
34001012402,2799.623,0,35044,23
18097350300,8291.752,10.96,16663,25
51107610300,141.7377,0,58561,39
28127950500,584.3632,13.21,14843,25
36059409900,13250.21,0,37400,43
40143006200,1589.404,21.94,13561,19
39095009600,127.9376,0,35066,28
48201324200,595.522,10,13338,36
15001991600,0,0,0,0
48201423600,5820.263,0.18,21419,26
39143961500,6215.376,4.82,18632,16
42079213300,1107.234,0,23343,22
25027727100,330.1169,0,36843,28
39049006395,5037.323,0,32050,20
06029005802,1629.615,11.54,16797,26
06029005801,1505.488,0,29366,29
55101000700,6245.564,18.37,22603,20
40113940003,11.75021,2.72,24456,22
18013974700,66.39836,1.96,25399,33
39159050400,2930.444,2.9,22755,19
47123925501,29.48689,20.16,17913,33
04003002001,632.4354,0,19296,19
04003002002,103.2654,3.58,28471,29
42017105811,6704.573,0,29535,23
45031010300,336.6988,27.4,21557,24
25025070200,54192.31,0,21798,19
12057012001,957.9274,4.55,19976,24
17031151002,18040.26,0,22124,35
06071005200,5202.891,0.82,19825,28
06065044505,1492.645,0,19082,18
39175938200,26.84053,0,25434,25
06065044507,1713.498,0,12874,38
36103146703,4633.854,5.53,28343,36
36081042700,81895.71,0,17271,43
54085962400,12.09501,0,19921,29
42025020500,152.4106,16.11,28447,30
36103146704,4398.935,0,34568,29
39157020100,184.0318,18.48,27895,23
06065044509,4666.941,6.87,11372,28
49011126405,3991.302,0,34907,22
12071040113,290.5334,1.53,40409,28
50007980000,0,0,0,0
28121020208,1876.806,0,38771,24
23025965900,45.00788,0,19196,27
56001963000,1619.573,0,14488,11
48167723100,2363.049,0,25329,27
25017356601,8552.552,7.09,52343,33
20209042100,8715.861,4.6,13553,22
21135930100,45.3176,0,17085,31
34011020300,11140.44,26.3,11916,26
42101028100,22899.08,4.19,16738,37
21095970500,18.58348,0,14305,27
47141000301,216.7258,0,24855,27
42091201608,2446.009,0,46656,28
42003406000,182.7552,7.58,30749,28
49011126402,130.2673,0,47753,20
12117021802,3692.85,0,22973,28
36061019800,32442.05,0,42821,32
12117021806,5820.485,0,29107,28
72021031632,13974.61,0,9987,34
12117021805,4266.133,0,45784,25
49049003106,4304.151,0.9,17116,19
49049003105,5786.431,14.69,17492,22
49049003104,1518.451,0,29668,22
49049003103,3844.969,0,26065,23
47015960100,33.65799,12.03,20438,35
17097862401,9892.229,5.79,15110,28
27053105201,16502.71,0,56901,19
48201342700,3829.972,12.47,28614,22
17097862402,10826.08,1.33,13675,26
27137001800,3786.159,0,20184,15
34029729000,3835.414,0,30921,34
33011025500,120.464,0,30183,29
51199050204,7890.092,0,20474,16
39049004810,9379.607,20.48,19187,22
34027046202,506.5744,0,51536,39
05069002103,115.3025,0,15802,25
12085000902,3745.823,0,35169,34
42017104604,1295.059,0.73,50710,31
05069002104,72.03799,0,29828,22
19197680300,33.31811,2.03,27716,13
51059480203,16090.25,0,47616,29
51059480202,3101.87,0,63619,24
51059480201,1784.987,0,114478,29
48453002413,9831.607,5,12356,29
13121009501,2145.254,0,107527,20
22079012900,3633.099,4.11,12376,23
13121009502,4650.135,0,70509,21
53033028802,7136.865,0,21818,27
06037700501,16259.69,0,73749,26
12039020101,89.40454,33.82,24692,31
45007010900,119.1865,10.99,26968,29
12039020102,140.2378,7,22727,30
31107976300,11.6283,2.42,30639,16
06001442200,4455.534,0,50893,36
12105014804,443.243,5.17,29041,29
39035161700,13568.72,0,17477,27
72025202402,5894.381,5.12,15565,31
36061021900,59464.2,16.57,13763,40
36061006200,38976.45,0,40713,24
42027010300,2757.984,8.66,23477,35
36101962600,3995.498,0,32513,16
47037015100,1506.004,0,26093,20
26099250300,4013.263,22.45,29319,27
39049007427,2290.026,2.17,31823,22
39049007426,2968.755,6.72,32063,18
39049007425,2944.906,4.03,29916,19
39049007424,3492.398,0,21658,19
72127002800,20308.18,17.19,9081,21
47007953100,46.49635,17,22095,26
22067950400,2002.111,24.32,11325,24
42039111000,70.53443,0,22511,24
09005261100,64.10341,0,55331,15
48135000400,4448.149,0,28070,16
49019000300,1.407737,26.62,22926,18
37197050502,108.3355,2.2,22615,26
04003000303,5.081792,0.56,25033,26
55077960200,23.66203,0,25652,33
24005492401,5855.275,0.74,35747,34
39035186105,2677.107,0,36718,27
39035186104,1355.602,0,32861,24
39035186107,1458.143,0,43209,26
39035186106,2219.412,0.71,28209,26
39035186103,1566.257,0,46573,25
36059517102,3905.365,0,47947,34
22065960500,1740.804,20,18707,12
25013811500,7141.198,1.83,7153,21
26065004403,3631.679,0,19662,17
17037001500,261.625,0,21091,24
06097151700,3487.316,0,35877,23
27123032300,7710.489,15.18,31072,22
18089030700,1078.592,10.53,15822,23
06097151000,651.2746,2.35,39710,28
01089002921,1786.997,0,35676,19
25003925100,154.6805,12.97,31797,16
48245010500,3473.278,4.94,24770,20
36063022602,963.5366,0,25161,17
39023002301,75.76057,8.02,26358,29
04007000500,49.75701,0,24097,23
26163593200,4725.395,0,38783,25
18003003902,1783.406,0,22157,19
39043040800,4682.29,0,19167,20
24033802804,2503.026,0,31222,39
37173940100,140.0314,14.58,17242,17
29189221626,1280.017,1.06,63262,26
47131965000,81.96579,4.23,25966,21
42101006500,9805.069,0,17503,38
21117064200,840.6044,0,25354,23
28027950300,18.30463,0,19256,19
06093000200,3.61381,1.8,20041,23
47037018601,594.3412,0,94216,23
24510170200,15733.72,0,10046,34
06037310400,5961.521,0,36500,27
51510200201,4098.203,7.08,55786,25
39095006100,7022.882,0,26491,20
08079973600,0.9054987,0,35041,15
51510200202,2951.606,10.58,98818,28
13001950400,10.77276,12.16,16790,30
26099224200,4074.563,1.94,32676,29
12086009014,9060.509,0,22637,26
12086009015,19584.48,0,21947,30
12086009017,18529.55,0,14310,31
12086009010,639.2582,0,32552,25
22071000903,2222.473,0,16369,37
13121006700,2962.688,14.42,14696,31
48039662500,77.77083,0,27433,24
17153971100,29.02448,4.96,18124,21
06071007104,2477.217,0,33815,23
12057006501,6542.967,7.69,31039,22
12086009019,9872.129,6.74,22225,31
09009345300,1296.569,0,34314,28
12057006502,4930.711,0,38030,20
29021002400,4615.396,3.9,19059,18
06037481402,9894.546,0,20847,28
45049920500,14.23713,0,17332,45
24005492402,5438.928,0,37965,32
51153901505,2736.876,0,49098,44
42133000100,6230.449,11.46,16519,21
19093090100,18.51509,0,28764,19
51810046015,2357.27,0,26528,25
51810046014,5159.199,0,23669,24
42091201705,6212.708,6.11,39271,26
42101016902,26634.97,6.73,12853,44
51810046011,4008.716,0,28256,23
51810046010,5141.764,8.33,26724,28
51810046013,8466.102,0,22587,24
51810046012,7832.596,27.75,26762,24
24033802106,9680.944,8.17,24419,36
